path,category,category_score,canon_match,canon_similarity
FG-NewSprites.psd,a 16-bit pixel art RPG character sprite sheet,0.3288,funnyguyrpg/CharSet/fg2.png,0.86
RPG_RT/CharSet/FG-Characters.png,a 16-bit pixel art RPG character sprite sheet,0.329,funnyguyrpg/CharSet/fg2.png,0.8599
RPG_RT/CharSet/DH-Misc.png,a 16-bit pixel art RPG character sprite sheet,0.3347,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8595
Raw/279_gibbrsh.png,a crude hand-drawn stick-figure comic strip panel,0.2885,funnyguycomics/static/comics/001_the_funny_guy.png,0.8592
Raw/197_flamboyant.png,a crude hand-drawn stick-figure comic strip panel,0.3045,funnyguycomics/static/comics/001_the_funny_guy.png,0.8591
Raw/063_dandelions_is_good_food.psd,a crude hand-drawn stick-figure comic strip panel,0.3162,funnyguycomics/static/comics/001_the_funny_guy.png,0.8588
Raw/197_flamboyant.psd,a crude hand-drawn stick-figure comic strip panel,0.3044,funnyguycomics/static/comics/001_the_funny_guy.png,0.8588
Raw/012_tree_troubles.psd,a crude hand-drawn stick-figure comic strip panel,0.3021,funnyguycomics/static/comics/001_the_funny_guy.png,0.8584
RPG_RT/FaceSet/FG-Faces.png,a 16-bit pixel art RPG character sprite sheet,0.2701,funnyguyrpg/CharSet/fg2.png,0.8578
FG-Faces.psd,a 16-bit pixel art RPG character sprite sheet,0.2701,funnyguyrpg/CharSet/fg2.png,0.8577
Raw/063_dandelions_is_good_food.png,a crude hand-drawn stick-figure comic strip panel,0.3167,funnyguycomics/static/comics/001_the_funny_guy.png,0.8576
Raw/017_steves_birthday_party.psd,a crude hand-drawn stick-figure comic strip panel,0.3196,funnyguycomics/static/comics/001_the_funny_guy.png,0.8576
RPG_RT/CharSet/40941_1248452911.png,a 16-bit pixel art RPG character sprite sheet,0.3151,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8575
RPG_RT/CharSet/DH-Demons.png,a 16-bit pixel art RPG character sprite sheet,0.3262,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8571
RPG_RT/CharSet/DH-Encounters.png,a 16-bit pixel art RPG character sprite sheet,0.3268,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8559
Raw/168_why.png,a crude hand-drawn stick-figure comic strip panel,0.3157,funnyguycomics/static/comics/001_the_funny_guy.png,0.8558
Raw/012_tree_troubles.png,a crude hand-drawn stick-figure comic strip panel,0.3022,funnyguycomics/static/comics/001_the_funny_guy.png,0.8557
RPG_RT/CharSet/DH-Objects.png,a 16-bit pixel art RPG character sprite sheet,0.2778,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8554
Raw/022_jungle_adventure.psd,a crude hand-drawn stick-figure comic strip panel,0.3146,funnyguycomics/static/comics/001_the_funny_guy.png,0.855
6771_1154698996.png,a 16-bit pixel art RPG character sprite sheet,0.3041,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8549
Raw/022_jungle_adventure.png,a crude hand-drawn stick-figure comic strip panel,0.3161,funnyguycomics/static/comics/001_the_funny_guy.png,0.8544
Raw/312_interrogation.psd,a crude hand-drawn stick-figure comic strip panel,0.308,funnyguycomics/static/comics/001_the_funny_guy.png,0.8543
Raw/140_fire_trix.png,a crude hand-drawn stick-figure comic strip panel,0.2996,funnyguycomics/static/comics/001_the_funny_guy.png,0.8542
Raw/168_why.psd,a crude hand-drawn stick-figure comic strip panel,0.3157,funnyguycomics/static/comics/001_the_funny_guy.png,0.8542
Raw/010_sadistic_little_kid.png,a crude hand-drawn stick-figure comic strip panel,0.289,funnyguycomics/static/comics/001_the_funny_guy.png,0.8539
Books/Nawful_#14.png,a crude hand-drawn stick-figure comic strip panel,0.2822,funnyguycomics/static/comics/001_the_funny_guy.png,0.8534
Raw/221_the_antianti_monster_potion.png,a crude hand-drawn stick-figure comic strip panel,0.2897,funnyguycomics/static/comics/001_the_funny_guy.png,0.853
Raw/011_forest_traps.psd,a crude hand-drawn stick-figure comic strip panel,0.2996,funnyguycomics/static/comics/001_the_funny_guy.png,0.8529
Raw/010_sadistic_little_kid.psd,a crude hand-drawn stick-figure comic strip panel,0.2889,funnyguycomics/static/comics/001_the_funny_guy.png,0.8527
Raw/025_hyper_day.psd,a crude hand-drawn stick-figure comic strip panel,0.3046,funnyguycomics/static/comics/001_the_funny_guy.png,0.8524
Raw/025_hyper_day.png,a crude hand-drawn stick-figure comic strip panel,0.3055,funnyguycomics/static/comics/001_the_funny_guy.png,0.8523
Raw/312_interrogation.png,a crude hand-drawn stick-figure comic strip panel,0.3087,funnyguycomics/static/comics/001_the_funny_guy.png,0.8523
Raw/140_fire_trix.psd,a crude hand-drawn stick-figure comic strip panel,0.2992,funnyguycomics/static/comics/001_the_funny_guy.png,0.8519
RPG_RT/CharSet/char4.png,a 16-bit pixel art RPG character sprite sheet,0.3412,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8518
Raw/221_the_antianti_monster_potion.psd,a crude hand-drawn stick-figure comic strip panel,0.2889,funnyguycomics/static/comics/001_the_funny_guy.png,0.8517
RPG_RT/CharSet/modern2.png,a 16-bit pixel art RPG character sprite sheet,0.3267,funnyguyrpg/CharSet/fg2.png,0.8515
Raw/133_quarantining_stupidity.png,a crude hand-drawn stick-figure comic strip panel,0.3045,funnyguycomics/static/comics/001_the_funny_guy.png,0.8515
Raw/133_quarantining_stupidity.psd,a crude hand-drawn stick-figure comic strip panel,0.3038,funnyguycomics/static/comics/001_the_funny_guy.png,0.8514
Books/Nawful_#1.png,a crude hand-drawn stick-figure comic strip panel,0.2804,funnyguycomics/static/comics/001_the_funny_guy.png,0.8512
Raw/011_forest_traps.png,a crude hand-drawn stick-figure comic strip panel,0.2987,funnyguycomics/static/comics/001_the_funny_guy.png,0.8512
Raw/044_life_without_koven.png,a crude hand-drawn stick-figure comic strip panel,0.3042,funnyguycomics/static/comics/001_the_funny_guy.png,0.8511
RPG_RT/CharSet/7521_1133020942.png,a 16-bit pixel art RPG character sprite sheet,0.2699,funnyguyrpg/CharSet/fg2.png,0.851
RPG_RT/CharSet/char1.png,a 16-bit pixel art RPG character sprite sheet,0.336,funnyguyrpg/CharSet/fg2.png,0.85
RPG_RT/CharSet/DH-BarPatrons.png,a 16-bit pixel art RPG character sprite sheet,0.3436,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8499
Raw/205_revenge_of_the_toys.psd,a crude hand-drawn stick-figure comic strip panel,0.3089,funnyguycomics/static/comics/001_the_funny_guy.png,0.8485
Raw/044_life_without_koven.psd,a crude hand-drawn stick-figure comic strip panel,0.3038,funnyguycomics/static/comics/001_the_funny_guy.png,0.8479
Raw/126_hide_n_seek.png,a crude hand-drawn stick-figure comic strip panel,0.3256,funnyguycomics/static/comics/001_the_funny_guy.png,0.8475
Raw/205_revenge_of_the_toys.png,a crude hand-drawn stick-figure comic strip panel,0.31,funnyguycomics/static/comics/001_the_funny_guy.png,0.8475
RPG_RT/CharSet/wwf.png,a 16-bit pixel art RPG character sprite sheet,0.3405,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8473
29345_1175180048.png,a 16-bit pixel art RPG character sprite sheet,0.3235,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8466
Raw/116_second_quarter_ii.png,a crude hand-drawn stick-figure comic strip panel,0.3216,funnyguycomics/static/comics/001_the_funny_guy.png,0.8462
Raw/224_germ_warfare.png,a crude hand-drawn stick-figure comic strip panel,0.3102,funnyguycomics/static/comics/001_the_funny_guy.png,0.8461
Raw/026_dead_koven.psd,a crude hand-drawn stick-figure comic strip panel,0.3089,funnyguycomics/static/comics/001_the_funny_guy.png,0.8461
Raw/084_general_relativity.psd,a crude hand-drawn stick-figure comic strip panel,0.315,funnyguycomics/static/comics/001_the_funny_guy.png,0.8461
Raw/084_general_relativity.png,a crude hand-drawn stick-figure comic strip panel,0.3155,funnyguycomics/static/comics/001_the_funny_guy.png,0.8458
Raw/198_biodegradable.psd,a crude hand-drawn stick-figure comic strip panel,0.3012,funnyguycomics/static/comics/001_the_funny_guy.png,0.8457
RPG_RT/CharSet/char5.png,a 16-bit pixel art RPG character sprite sheet,0.3393,funnyguyrpg/CharSet/fg2.png,0.8456
Raw/081_submergin.png,a crude hand-drawn stick-figure comic strip panel,0.314,funnyguycomics/static/comics/001_the_funny_guy.png,0.8453
Raw/081_submergin.psd,a crude hand-drawn stick-figure comic strip panel,0.3137,funnyguycomics/static/comics/001_the_funny_guy.png,0.8451
23602_1153804891.png,a 16-bit pixel art RPG character sprite sheet,0.2944,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8441
Raw/026_dead_koven.png,a crude hand-drawn stick-figure comic strip panel,0.3089,funnyguycomics/static/comics/001_the_funny_guy.png,0.8441
Raw/041_funny_guy_jr.psd,a crude hand-drawn stick-figure comic strip panel,0.3078,funnyguycomics/static/comics/001_the_funny_guy.png,0.8431
Raw/224_germ_warfare.psd,a crude hand-drawn stick-figure comic strip panel,0.3099,funnyguycomics/static/comics/001_the_funny_guy.png,0.8427
Raw/107_bonus_isle.png,a crude hand-drawn stick-figure comic strip panel,0.322,funnyguycomics/static/comics/001_the_funny_guy.png,0.8425
Raw/198_biodegradable.png,a crude hand-drawn stick-figure comic strip panel,0.3015,funnyguycomics/static/comics/001_the_funny_guy.png,0.8425
Raw/041_funny_guy_jr.png,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.842
Raw/015_oh_gawd_pkmn.psd,a crude hand-drawn stick-figure comic strip panel,0.3238,funnyguycomics/static/comics/001_the_funny_guy.png,0.8414
RPG_RT/CharSet/monster2.png,a 16-bit pixel art RPG character sprite sheet,0.3435,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8407
Raw/037_they_meet_again.png,a crude hand-drawn stick-figure comic strip panel,0.3202,funnyguycomics/static/comics/001_the_funny_guy.png,0.8407
Raw/086_such_a_pest.png,a crude hand-drawn stick-figure comic strip panel,0.3035,funnyguycomics/static/comics/001_the_funny_guy.png,0.8406
Raw/145_droid_face_melter.png,a crude hand-drawn stick-figure comic strip panel,0.2992,funnyguycomics/static/comics/001_the_funny_guy.png,0.8403
Raw/317_4th_of_july_special.png,a crude hand-drawn stick-figure comic strip panel,0.3151,funnyguycomics/static/comics/001_the_funny_guy.png,0.8402
Raw/236_funny_girl.png,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.8398
Raw/037_they_meet_again.psd,a crude hand-drawn stick-figure comic strip panel,0.3193,funnyguycomics/static/comics/001_the_funny_guy.png,0.8396
Raw/126_hide_n_seek.psd,a crude hand-drawn stick-figure comic strip panel,0.3239,funnyguycomics/static/comics/001_the_funny_guy.png,0.8394
Raw/015_oh_gawd_pkmn.png,a crude hand-drawn stick-figure comic strip panel,0.3241,funnyguycomics/static/comics/001_the_funny_guy.png,0.8393
Raw/317_4th_of_july_special.psd,a crude hand-drawn stick-figure comic strip panel,0.3147,funnyguycomics/static/comics/001_the_funny_guy.png,0.8392
Raw/145_droid_face_melter.psd,a crude hand-drawn stick-figure comic strip panel,0.299,funnyguycomics/static/comics/001_the_funny_guy.png,0.839
Raw/216_censorship.psd,a crude hand-drawn stick-figure comic strip panel,0.2925,funnyguycomics/static/comics/001_the_funny_guy.png,0.839
Raw/216_censorship.png,a crude hand-drawn stick-figure comic strip panel,0.292,funnyguycomics/static/comics/001_the_funny_guy.png,0.8389
Raw/062_2.psd,a crude hand-drawn stick-figure comic strip panel,0.314,funnyguycomics/static/comics/001_the_funny_guy.png,0.8379
RPG_RT/CharSet/hero1.png,a 16-bit pixel art RPG character sprite sheet,0.3441,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8376
Raw/065_snowed_in.png,a crude hand-drawn stick-figure comic strip panel,0.3017,funnyguycomics/static/comics/001_the_funny_guy.png,0.8376
Raw/236_funny_girl.psd,a crude hand-drawn stick-figure comic strip panel,0.3078,funnyguycomics/static/comics/001_the_funny_guy.png,0.8375
Raw/086_such_a_pest.psd,a crude hand-drawn stick-figure comic strip panel,0.3022,funnyguycomics/static/comics/001_the_funny_guy.png,0.8371
Raw/154_artsyfartsy_set.png,a crude hand-drawn stick-figure comic strip panel,0.3169,funnyguycomics/static/comics/001_the_funny_guy.png,0.8366
RPG_RT/CharSet/armor.png,a 16-bit pixel art RPG character sprite sheet,0.2883,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8364
Raw/154_artsyfartsy_set.psd,a crude hand-drawn stick-figure comic strip panel,0.3162,funnyguycomics/static/comics/001_the_funny_guy.png,0.8361
Raw/061_the_wish_tree.png,a crude hand-drawn stick-figure comic strip panel,0.3086,funnyguycomics/static/comics/001_the_funny_guy.png,0.8359
Raw/061_the_wish_tree.psd,a crude hand-drawn stick-figure comic strip panel,0.3083,funnyguycomics/static/comics/001_the_funny_guy.png,0.8356
RPG_RT/CharSet/char2.png,a 16-bit pixel art RPG character sprite sheet,0.3439,funnyguyrpg/CharSet/FG-GrayCharas.png,0.835
RPG_RT/CharSet/Monster-Golem-Iron-02.png,a 16-bit pixel art RPG character sprite sheet,0.3156,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8349
Raw/225_roach_attack.psd,a crude hand-drawn stick-figure comic strip panel,0.3045,funnyguycomics/static/comics/001_the_funny_guy.png,0.8348
Raw/045_repair_man.png,a crude hand-drawn stick-figure comic strip panel,0.3127,funnyguycomics/static/comics/001_the_funny_guy.png,0.8347
Sketches (Batch 2)2025_04_22_0017.png,a crude hand-drawn stick-figure comic strip panel,0.2773,funnyguycomics/static/comics/001_the_funny_guy.png,0.8345
Raw/108_the_moon.psd,a crude hand-drawn stick-figure comic strip panel,0.3257,funnyguycomics/static/comics/001_the_funny_guy.png,0.8343
Raw/093_basketball_game.png,a crude hand-drawn stick-figure comic strip panel,0.3137,funnyguycomics/static/comics/001_the_funny_guy.png,0.8341
Raw/074_have_some_cheese.png,a crude hand-drawn stick-figure comic strip panel,0.3152,funnyguycomics/static/comics/001_the_funny_guy.png,0.834
Raw/065_snowed_in.psd,a crude hand-drawn stick-figure comic strip panel,0.3013,funnyguycomics/static/comics/001_the_funny_guy.png,0.834
Raw/196_delivary.png,a crude hand-drawn stick-figure comic strip panel,0.3039,funnyguycomics/static/comics/001_the_funny_guy.png,0.8339
Raw/074_have_some_cheese.psd,a crude hand-drawn stick-figure comic strip panel,0.315,funnyguycomics/static/comics/001_the_funny_guy.png,0.8338
Raw/116_second_quarter_ii.psd,a crude hand-drawn stick-figure comic strip panel,0.3191,funnyguycomics/static/comics/001_the_funny_guy.png,0.8338
Raw/008_his_car.png,a crude hand-drawn stick-figure comic strip panel,0.2805,funnyguycomics/static/comics/001_the_funny_guy.png,0.8336
Raw/225_roach_attack.png,a crude hand-drawn stick-figure comic strip panel,0.305,funnyguycomics/static/comics/001_the_funny_guy.png,0.8336
Raw/045_repair_man.psd,a crude hand-drawn stick-figure comic strip panel,0.3117,funnyguycomics/static/comics/001_the_funny_guy.png,0.8336
Raw/239_survivor_trashcan.psd,a crude hand-drawn stick-figure comic strip panel,0.3112,funnyguycomics/static/comics/001_the_funny_guy.png,0.8336
Raw/049_pottyp_world.png,a crude hand-drawn stick-figure comic strip panel,0.3112,funnyguycomics/static/comics/001_the_funny_guy.png,0.8334
Raw/108_the_moon.png,a crude hand-drawn stick-figure comic strip panel,0.3246,funnyguycomics/static/comics/001_the_funny_guy.png,0.833
Raw/093_basketball_game.psd,a crude hand-drawn stick-figure comic strip panel,0.3128,funnyguycomics/static/comics/001_the_funny_guy.png,0.833
Raw/098_owned.psd,a crude hand-drawn stick-figure comic strip panel,0.3009,funnyguycomics/static/comics/001_the_funny_guy.png,0.833
Raw/107_bonus_isle.psd,a crude hand-drawn stick-figure comic strip panel,0.3192,funnyguycomics/static/comics/001_the_funny_guy.png,0.8327
Raw/276_fg_greatest_hits_humormercials.png,a crude hand-drawn stick-figure comic strip panel,0.2958,funnyguycomics/static/comics/001_the_funny_guy.png,0.8326
Raw/239_survivor_trashcan.png,a crude hand-drawn stick-figure comic strip panel,0.3119,funnyguycomics/static/comics/001_the_funny_guy.png,0.8322
Raw/049_pottyp_world.psd,a crude hand-drawn stick-figure comic strip panel,0.31,funnyguycomics/static/comics/001_the_funny_guy.png,0.832
Raw/251_mountain_climbing.psd,a crude hand-drawn stick-figure comic strip panel,0.3159,funnyguycomics/static/comics/001_the_funny_guy.png,0.8319
RPG_RT/CharSet/DH-Animals.png,a 16-bit pixel art RPG character sprite sheet,0.3137,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8318
Funny Guy Sketches (3)2025_04_22_0053.png,a crude hand-drawn stick-figure comic strip panel,0.2655,funnyguycomics/static/comics/001_the_funny_guy.png,0.8316
Books/SchoolKids_cover.png,a crude hand-drawn stick-figure comic strip panel,0.2905,funnyguycomics/static/comics/001_the_funny_guy.png,0.8313
Raw/094_blind_horses.png,a crude hand-drawn stick-figure comic strip panel,0.3124,funnyguycomics/static/comics/001_the_funny_guy.png,0.8312
Raw/180_private_ship.psd,a crude hand-drawn stick-figure comic strip panel,0.2919,funnyguycomics/static/comics/001_the_funny_guy.png,0.831
Raw/276_fg_greatest_hits_humormercials.psd,a crude hand-drawn stick-figure comic strip panel,0.2952,funnyguycomics/static/comics/001_the_funny_guy.png,0.831
Raw/094_blind_horses.psd,a crude hand-drawn stick-figure comic strip panel,0.3123,funnyguycomics/static/comics/001_the_funny_guy.png,0.8305
Raw/098_owned.png,a crude hand-drawn stick-figure comic strip panel,0.3016,funnyguycomics/static/comics/001_the_funny_guy.png,0.8301
Raw/050_the_final_stretch.psd,a crude hand-drawn stick-figure comic strip panel,0.3072,funnyguycomics/static/comics/001_the_funny_guy.png,0.8301
Scan0019.jpg,a crude hand-drawn stick-figure comic strip panel,0.3042,funnyguycomics/static/comics/001_the_funny_guy.png,0.83
resources_download.png,a 16-bit pixel art RPG character sprite sheet,0.2765,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8299
Raw/050_the_final_stretch.png,a crude hand-drawn stick-figure comic strip panel,0.308,funnyguycomics/static/comics/001_the_funny_guy.png,0.8298
Raw/180_private_ship.png,a crude hand-drawn stick-figure comic strip panel,0.2927,funnyguycomics/static/comics/001_the_funny_guy.png,0.8297
Raw/226_exterminator.png,a crude hand-drawn stick-figure comic strip panel,0.3196,funnyguycomics/static/comics/001_the_funny_guy.png,0.8296
RPG_RT/CharSet/char3.png,a 16-bit pixel art RPG character sprite sheet,0.3433,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8295
Raw/008_his_car.psd,a crude hand-drawn stick-figure comic strip panel,0.2807,funnyguycomics/static/comics/001_the_funny_guy.png,0.8295
Raw/226_exterminator.psd,a crude hand-drawn stick-figure comic strip panel,0.3197,funnyguycomics/static/comics/001_the_funny_guy.png,0.8295
Raw/251_mountain_climbing.png,a crude hand-drawn stick-figure comic strip panel,0.3177,funnyguycomics/static/comics/001_the_funny_guy.png,0.8294
Raw/172_snow_wars.png,a crude hand-drawn stick-figure comic strip panel,0.3061,funnyguycomics/static/comics/001_the_funny_guy.png,0.8292
Raw/060_arr_matey.psd,a crude hand-drawn stick-figure comic strip panel,0.3184,funnyguycomics/static/comics/001_the_funny_guy.png,0.8292
"Scan298, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2747,funnyguycomics/static/comics/001_the_funny_guy.png,0.8289
"Scans/Scan298, March 07, 2005.gif",a crude hand-drawn stick-figure comic strip panel,0.2747,funnyguycomics/static/comics/001_the_funny_guy.png,0.8289
Raw/240_an_fg_short.psd,a crude hand-drawn stick-figure comic strip panel,0.3042,funnyguycomics/static/comics/001_the_funny_guy.png,0.8286
Raw/196_delivary.psd,a crude hand-drawn stick-figure comic strip panel,0.3045,funnyguycomics/static/comics/001_the_funny_guy.png,0.8284
RPG_RT/CharSet/vehicle.png,a 16-bit pixel art RPG character sprite sheet,0.3316,funnyguyrpg/CharSet/FG-GrayCharas.png,0.8281
Raw/060_arr_matey.png,a crude hand-drawn stick-figure comic strip panel,0.3187,funnyguycomics/static/comics/001_the_funny_guy.png,0.8276
Raw/027_dork_inc.psd,a crude hand-drawn stick-figure comic strip panel,0.3248,funnyguycomics/static/comics/001_the_funny_guy.png,0.8276
